"Light displacement";"Deplasamentul navei goale. Greutatea navei la ieșirea din șantierul constructor, fără a include rezerva de combustibil, lubrefianți, apă, balast, materiale și provizii, echipaj și evident fără marfă. Această greutate este calculată de șantierul constructor prin însumarea greutății tuturor materialelor folosite la construcție precum și greutatea echipamentelor instalate la navă. Făcând diferența între deplasamentul de plină încărcare și deplasamentul navei goale se obține așa numitul deadweight brut (greutatea “moartă” brută). Deplasamentul navei goale este folosit ca baza de calcul al costului atunci cand nava ajunge la casare."
"Light dues";"Taxă pentru faruri. Este o taxă ce se aplică navelor, folosită pentru întreținerea mijloacelor de semnalizare luminoase (faruri, geamanduri luminoase, nave far) dintr-o anumită zonă/țară."
"Lighten (to)";"A ușura. A descărca marfă dintr-o navă în scopul reducerii pescajului. Aceasta va permite navei să treacă în siguranță peste o adancime restrictivă pentru a ajunge în port. "
"Lighter";"Tip de barjă sau navă folosită pentru a transporta marfă de la o navă (lightered vessel - care este ușurată) la un port. Nava oceanică este “ușurată” pentru a realiza un pescaj mai mic care să îi permită accesul în siguranță în port.  "
"Lighterage";"1.Ușurare. Operațiunea de descărcare a unei părți de marfă dintr-o navă oceanică într-o barjă sau o navă mai mică pentru a permite navei oceanice să ajungă la un pescaj mai mic care să îi asigure intrarea în siguranță în port."
;"2.Taxă de ușurare. Taxă ce se aplică pentru folosirea ambarcațiunilor tip barjă pentru transportul mărfii rezultate din operațiunea de ușurare a navelor oceanice."
;"3.Operațiune de descărcare a navelor tip tanc petrolier de mari dimensiuni (gen VLCC sau ULCC, care datorită dimensiunilor nu pot accesa portul nici în condițiile realizării unui pescaj minim) în nave mai mici, care pot accesa portul. Operațiunea de acostare a navelor se execută de regulă în marș, cu viteză mică (până la 5 Noduri), nava cea mare, numită și navă mamă, menținând drumul și viteza iar cea care urmeaza sa încarce apropiindu-se încet până când este posibilă legarea navelor una la cealaltă, între ele fiind trancheți(fenders) tip Yokohama pentru a nu se produce avarii la corpurile navelor. Apoi se continuă cu legarea furtunelor pentru transferul mărfii și se pornește transferul de marfă. Pe timpul transferului de marfă navele pot fie continua marșul cu viteză redusa (nava “mamă” folosește motorul iar cealaltă este practic remorcată “la ureche”), fie pot sta în deriva sau să fie ancorate (caz în care ancora este lăsata doar de nava “mamă”). "
"Limber board";"Planșeu de paiol. Planșeu detașabil în scopul inspectării santinei."
"Limitation of liability";"Limitarea răspunderii. Suma maximă ce poate fi platită de către armator unui expeditor sau către deținătorul legal al conosamentului pentru orice avarie sau pierdere a mărfii pentru care cărăușul este răspunzător conform contractului de transport. Baza de limitare a răspunderii poate fi pe bucată, pe colet, pe tonă sau container, funcție de particularitățile contractului de transport. Valoarea sumei limită se stabilește de comun acord între cele două părti sau prin arbitraj."
;
;
;
"Line";"Linie. Prescurtare pentru linie de navigație. Este o companie care operează nave în mod regulat între anumite porturi și oferă spațiu de transport marfă pentru care încasează un navlu bazat pe tarife (sau pe rate ale navlului)"
"Liner or  liner ship";"Navă de linie. Navă ce transportă mărfuri în mod regulat între aceleași porturi. Navele de linie au orare stabilite, permițând cu ușurință programarea transportului unui lot de marfă. De regulă, dacă sunt mai multe nave la intrarea în port, navele de linie au prioritate, tocmai pentru a-și putea respecta orarul.  "
"Liner bill of lading";"Conosament pentru transportul de linie. Conosament ce conține termenii și condițiile transportului impuse de către compania de linie."
"Liner in free out";"Calificare a ratei navlului ce denotă că acesta include transportul pe mare și costul încărcării. Descărcarea este exclusă din cost, aceasta fiind în sarcina expeditorului sau a primitorului, după cum este cazul. Pentru portul de descărcare poate exista o clauză privitoare la stalii și contrastalii întru-cât cărăușul nu are controlul operațiunii de descărcare. Se abreviază ca l.i.f.o."
"Liner service";"Serviciu de linie. Serviciu oferit de către o companie de linie care operează nave între anumite porturi declarate, pe baza unor orare stabilite, în mod regulat. Navlurile se bazează pe tarifele companiei respective sau dacă respectiva companie este parte a unei conferințe (asociații) de linie, atunci se bazeză pe tarifele conferinței respective."
"Liner terms";"Termeni (condiții) de linie. Definirea ratelor navlului, în acestea fiind incluse încărcarea, transportul și descărcarea mărfurilor. Incărcarea și descărcarea mărfurilor se fac în conformitate cu legile și uzanțele locale ale portului de operare, legile și uzanțele locale variind semnificativ de la o țară la alta și chiar de la un port la altul, în cadrul aceleiași țări. În unele țări calculul navlului exclude orice cost pentru manipularea mărfii, în alte țări poate include manipularea până la copastia navei etc. Se abreviază ca l.t. "
;
;
;
;
"Liner waybill";"Scrisoare de trăsură. Document emis de către o companie de linie către expeditor, servind ca recipisă pentru marfa primită în custodie spre a fi transportată și în același timp și ca evidență a contractului de transport. Scrisoarea de trăsură nu este negociabilă și în consecință nu poate fi folosită drept garanție bancară. Scopul scrisorii de trăsură este evitarea întârzierilor ce pot apărea atunci când conosamentele originale întârzie să ajungă la portul de descarcare. “Liner waybill” mai poate fi întalnit și sub una din formele “sea waybill”, “ocean waybill” sau simplu “waybill”, oricare din aceste forme având practic același înțeles."
"Linertime";"Tip de contract de navlosire, publicat de BIMCO, folosit la angajarea navelor în operațiuni de linie."
"Link span";"Pasarelă/ punte de legătură/ pod demontabil. Structură ce asigură legătura între o navă și uscat, permițând accesul mașinilor în și din navă, în cazul în care nava nu este dotată cu o astfel de pasarelă. Pasarela este proiectată și construită funcție de specificul portului și al navelor ce urmeaza a fi deservite și poate fi fixă sau plutitoare, funcție de particularitățile locului. "
;
;
;
"Liquefied (or liquid) natural gas carrier";"Tip de nava specializată în transportul de gaz natural (metan). Gazul se transportă în stare lichidă, stare la care se ajunge prin presurizare și refrigerare, în tancuri speciale care să reziste condițiilor de presiune și temperaturi scăzute. Tancurile în care se transportă gaz natural, cel mai adesea depășesc nivelul puntii sub formă de domuri. Se abreviază ca l.n.g. Navele transportoare de gaz natural mai sunt cunoscute și sub numele de “metaniere”."
"Liquefied (or liquid) petroleum gas carrier";"Tip de navă specializat în transportul gazelor petroliere cum ar fi butanul sau propanul. Aceste gaze sunt transportate sub formă lichidă, obținută în urma presurizării și răcirii, în tancuri special construite pentru a rezista condițiilor de presiune și temperatură ale gazelor lichefiate. Aceste tancuri au cel mai frecvent formă rectangulară în secțiune și de regulă sunt încadrate de tancuri laterale (wing or hopper tanks) ce se folosesc pentru balast. Se abreviază ca l.n.g. "
"List (to)";"A se canarisi/ canarisire. Situația unei nave care este înclinată într-un bord. Vezi “transverse inclination” mai jos. "
"Litigation clause";"Clauza de litigiu. Clauză înscrisă într-un contract de navlosire (sau în conosament) în care se stipuleaza că orice dispută între părți va fi rezolvată în justiție, deci nu prin arbitraj. În această clauză se mai specifică și jurisdicția cărei țări se va aplica. Clauza mai este cunoscută și sub numele de “jurisdiction clause” (clauza de jurisdicție)."
"Livestock carrier";"Nava specializată în transportul animalelor vii (livestock), în special a oilor. Multe din aceste nave provin din convertirea altor tipuri de nave cum ar fi nave petroliere sau vrachiere pentru mărfuri uscate. Convertirea acestor nave se face prin adăugare de punți protejate la intemperii, bine aerisite, cu țarcuri adecvate animalelor ce urmează a fi transportate. Întru-cât cel mai des se transportă oi, o astfel de nava se mai numește și “oier” (sheep carrier).  "
"L.l.a.";"Long length additional. Taxă aditională aplicată pentru mărfuri cu  lungime mare ( de regulă peste 12 m). Vezi definiția mai jos."
"Lloyd’s Agents";"Agenti ai Lloyd. Membri ai unei rețele internaționale de agenți aparținând societății Lloyd, cu sediul la Londra. Acest agenți au ca sarcini principale raportarea miscărilor navelor (shipping movements), a accidentelor maritime și de asemeni să conducă investigații în numele unor societăți de asigurare sau al primitorilor mărfii. "
"Lloyd’s Register of Shipping";"Societate de Clasificare britanică. Vezi și “Classification society” mai sus."
"L.m.";"Lane meter. Metru de culoar. Vezi definiția mai sus."
"L.n.g.";"Liquefied natural gas. Vezi definiția mai sus."
"L.o.a.";"Length overall. Lungimea peste tot (maximă). Vezi definiția mai sus."
"Load";"Încărcătura/caric. Marfa incărcată și transportată de navă. Termenul se poate referi atât la cantitatea cât și la natura mărfii încărcate. Se utilizeaza mai frecvent la transportul rutier, în camioane."
"Load draft";"Pescajul navei încărcate. Este pescajul mediu atunci când nava este imersată până la linia de încărcare sezonală. Pescajul de maximă încărcare este corespunzator liniei de încărcare de vară."
"Load (to)";"1.A încărca. A pune mărfurile în nava."
;"2.A pune în sarcină un generator, motor, agregat."
"Load line";"Linie de încărcare. Una din liniile marcate pe bordurile navei în zona cuplului maestru, linie ce delimitează adâncimea maximă până la care nava poate fi imersată la plecarea/sosirea din/într-un port sau pe timpul navigației printr-o anumită zonă ce limitează linia de încărcare folosită în conformitate cu Conventia Internațională asupra Liniilor de Încărcare (International Convention on Load Lines, 1966), convenție ce a fost ratificată de majoritatea țărilor riverane."
;"Linii de încarcare mai sunt marcate si pe containere sau pe depozite in vrac pentru a arăta înalțimea maximă până la care acestea pot fi încărcate. Din punct de vedere al ortografiei limbii Engleze, sunt corecte și formele “loadline” sau “load-line”."
"Load line mark";"Marca de bord liber. Cerc marcat în ambele borduri ale navei, la cuplul maestru, având diametrul de 300 mm și o grosime a marcajului de 25 mm. Acest cerc este intersectat în plan orizontal de o linie (paralelă cu chila navei) de 25 mm grosime și 450 mm lungime, linie a cărei parte superioară trece exact prin mijlocul cercului și care defineste linia de plină încărcare de vară. Linia de plină încărcare de vară determină deaweightul oficial (maxim) al navei. "
"Load line zone";"Zonă a liniei de încărcare. Arie geografică, așa cum este definită de către Convenția Internațională asupra Liniilor de Încărcare 1966, în care imersiunea navelor nu trebuie să depășească linia de încărcare specificată. Există cinci zone: tropice, vară, iarnă, sezonier tropice și sezonier iarnă.  Primele trei zone au caracter permanent pe toată durata anului în vreme ce ultimele două zone au caracter de sezon, aplicându-se doar pentru perioade de timp stabilite ale anului iar între aceste perioade se aplică prevederile corespunzătoare zonei de vara. De exemplu în Marea Arabiei între 1 Septembrie și 31 Mai este zonă tropicală iar între 1 Iunie și 31 August este zonă de vară. Pentru edificare a se consulta Harta Zonelor și Ariilor Sezoniere din Convenția Internațională asupra Liniilor de Încărcare 1966."
;
;
;
;
;
;
;
;
"Load ready";"Gata pentru încărcare. Expresie folosită pentru a exprima data la care o navă este aptă/gata pentru a-și primi încărcătura. "
"Loaded (or load) displacement";"Deplasamentul navei încărcate sau deplasamentul de plină încărcare. Reprezinta greutatea totală a unei nave în situația de plină încărcare. În greutatea aceasta sunt incluse:      "
;"-   greutatea navei goale"
;"-   greutatea mărfii încărcate"
;"-   greutatea echipamentelor și mașinilor navei"
;"-   greutatea pieselor de schimb și a materialelor de întreținere"
;"-   greutatea combustibililor, a lubrifianților și a apei dulci"
;"-   greutatea proviziilor"
;"-   greutatea echipajului (inclusiv bagajele acestuia)"
;"Diferența dintre deplasamentul de plină încărcare și deplasamentul navei goale reprezintă deadweight-ul brut al navei. Dacă vom scădea din deadweight-ul brut toate greutățile enumerate mai sus (cu exceptia greutății mărfii evident) vom obține deadweight-ul net, adică tocmai greutatea mărfii încărcate."
"Loaded leg";"Etapa (cu nava) încărcată. Parte a voiajului navei pe durata căreia nava transportă marfă. Operatorii de nave obișnuiesc să facă divizarea voiajelor în etape (cu nava incarcata și cu nava în balast) pentru a putea determina rentabilitatea (profitabilitatea) transportului și de asemenea pentru a putea calcula combustibilul necesar navei."
"Loading broker";"Broker de încărcare. Companie ce reprezintă o linie de navigație la portul de încărcare. Are ca îndatoriri să anunțe plecările navelor, să obțină marfa și să coordoneze livrarea acesteia la navă și în final să semneze conosamentele în numele comandantului navei."
;
;
"Loading hatch";"Gură de încărcare. Deschidere în fața superioară (plafonul/acoperișul) a unui container pentru marfă în vrac, prin care se încarcă acel container prin metoda gravitațională. Containerele pentru mărfuri în vrac au de obicei trei astfel de deschideri la partea superioară."
"Loading rights";"Drepturi de încărcare. Autorizație dată de către membrii unei conferințe de linie unuia dintre membrii săi pentru a încărca marfă dintr-un port sau o țară anume sau zona costieră, după caz."
"Loadline or  load-line";"Linie de încărcare. Alternative ortografice pentru “load line”. Vezi definiția mai sus."
"Locating cone";"Con de localizare/direcționare/ghidare . Dispozitiv folosit la pozițio-narea și fixarea containerelor unul peste celalalt folosind piesa de colț. Acest lucru este necesar la navele portcontainer care nu sunt prevăzute cu celule de ghidare."
"Lock";"Ecluză. Spațiu pe parcursul unui fluviu sau al unui canal navigabil, închis la ambele capete de către niște porți și în care navele pot intra spre a fi ridicate sau coborate (floated up or down) la nivelul urmator de navigație sau pentru a intra sau a părăsi un doc inchis. După ce nava a intrat în ecluză și portile au fost închise, se introduce sau se scoate apa, după cum e cazul, în așa fel încât nava sa ajungă să plutească la nivelul apei din afara docului în direcția de mers. Când apa ajunge la acest nivel, se deschide poarta ecluzei în direcția de mers iar nava își continuă marșul."
;
;
"Lock through (to)";"A trece (o navă/ambarcațiune) prin ecluză."
"Log (book)";"Jurnal de bord. Jurnal în care se consemnează activitatea zilnică a navei referitor la voiaj sau staționare. În jurnal se înscriu: poziția navei la fiecare oră (când nava este în marș), detalii despre vreme (forța și direcția vântului, gradul mării, temperatura exterioară etc), schimbări de drum dar și orice alt eveniment care afectează echipajul, nava sau marfa de la bord. Odată înscris, evenimentul capătă valoare juridică, jurnalul putând fi folosit în instanță drept probă legală. Este de consemnat faptul ca până și terfelogul (scrap book) poate fi folosit în instanță cu valoare de probă legală, motiv pentru care și înscrisurile din acesta trebuie făcute corect și cu precauțiune."
"Log abstract";"Extras din jurnal. Reprezintă o parte copiată din jurnalul de bord. Prin copiere a nu se înțelege foto-copiere. Ca exemplu, un extras din jurnalul de bord poate prezenta, pe o anumită perioadă, detalii despre viteza navei și condițiile meteorologice. Un astfel de extras poate fi cerut și folosit de un navlositor pe perioadă de timp (time charterer) pentru a calcula cu precizie performanțele navei și a le compara cu performanțele garantate de armator în contractul de închiriere al navei (pe perioadă de timp – time charter)   "
"Log carrier";"Transportor de bușteni. Navă special proiectată pentru a putea transporta încărcături complete de bușteni. Datorită factorului de stivuire relativ mic (volum mare în raport cu greutatea), acest tip de nave necesită o capacitate cubică ridicată. Buștenii au tendința de a avaria nava în care sunt transportați. De aceea aceste nave se construiesc cu cerințe minime, cât mai ieftin, spre a putea fi înlocuite cu altele noi la intervale de timp mai scurte. "
;
;
;
"Log grab";"Apucător de bușteni. Piesă cu două ”brațe” (gheare) atașată la sârma de încărcare a unei macarale. Atunci când cele două “brațe” se strâng, ele încercuiesc aproape complet o legătură de bușteni făcând astfel posibilă ridicarea lor. Dispozitivul are ca țintă reducerea timpului de manipulare."
"Log grapple";"Gheară apucătoare. Dispozitiv cu două gheare atașat la sârma de încărcare a unei macarale. Aceste gheare apucă bușteanul cel mai de sus dintr-o legătură de bușteni în scopul ridicării legăturii. "
"Loll";"Înclinare tranversală datorată unei stabilități inițiale negative a navei. A se vedea și “transverse inclination” mai jos."
"Lo-lo";"Lift-on lift-off. Vezi definiția mai sus."
"Long length additional";"Taxă aditională pentru lungime. Taxă suplimentară aplicată de către o conferință de linie sau de către o linie de navigație pentru mărfurile a căror lungime depășește lungimea stabilită în tarife (cel mai frecvent 12 m sau 40 picioare). Această taxă suplimentară se exprimă ca o sumă per tonă pentru fiecare unitate de lungime (de exemplu fiecare metru sau subdiviziune a lungimii în exces față de cea specificată de tarife). Se abreviază ca l.l.a."
"Long ton";"Tonă lungă. Unitate de măsură a greutăţii având 2,240 pounds (lbs) sau 1,106 kg."
"Longitude";"Longitudine. Distanța măsurata către Est sau către Vest de la meridianul Greenwich, exprimată în grade, minute și secunde. Ia valori de la 0 la 180 grade."
"Longitudinal bulkhead";"Perete longitudinal. Separație, în plan vertical, ce se întinde fie pe toată lungimea navei fie, la navele tip tanc petrolier, ca un perete ce separă tancurile laterale de cele centrale sau se poate întinde pe porțiuni ca  perete logitudinal central dar se întrerupe sub gurile de magazie, la nave transportoare de vrac uscat. Pereții longitudinali au drept scop întărirea structurii navei (în plan longitudinal). "
"Longshoreman";"Docher. Lucrător din docuri. Termen folosit în special în Statele Unite."
"Loose";"Desfăcut, dezlegat, eliberat (dintr-un mănunchi, legătură). Termenul face referință la o singură unitate de marfă care nu este grupată cu altele. De exemplu un buștean ce nu face parte dintr-o legătură."
"Lost or not lost";"Termen folosit în cadrul contractelor de transport cu navlu pre-plătit (freight prepaid), însemnând că navlul nu se restituie fie că nava și/sau marfa au fost pierdute fie că nu, odată ce voiajul a fost început. Multe contracte de navlosire prevăd ca indiferent dacă nava este pierdută sau nu, comisionul de brokeraj tot trebuie plătit. "
"Low loader";"Trailer rutier folosit pentru deplasarea pieselor agabaritice (foarte mari)"
"Lower hold";"Magazie inferioară. Magazie de marfă situată sub paiolul magaziei superioare (tween deck - punte intermediară în acest caz). Gura magaziei inferioare poate fi acoperită cu capace sau cu minginii și bocaporți."
"Lower tween deck";"Magazie inferioară de mijloc. Spațiu destinat transportului de marfă, situat între magazia superioară și magazia inferioară cea mai de jos. Deci pe verticală spatiul este împarțit în trei nivele. "
"Low water";"Apa joasă. Nivelul minim al apei la reflux."
"Loyalty contract";"Ccontract de fidelitate. Contract, încheiat între o conferință de linie și un expeditor, prin care expeditorul se angajează să își transporte marfa cu navele membrilor conferinței de linie în schimbul unui anume nivel de servicii și a unei reduceri sau a unei rate preferențiale a navlului. Reducerea (discount) menționată mai este cunoscută și sub numele de “contractor’s rebate” (rabatul contractorului). "
"L.p.g.";"Liquefied (liquid) petroleum gas. Gaz petrolier lichefiat. Vezi definiția mai sus."
"L.p.g./ammonia carrier";"Navă cu dublă utilizare, refrigerată în întregime, destinată să transporte amoniac în formă lichidă sau gaze petroliere lichefiate. Marfa este transportată în tancuri refrigerate care sunt separate de coca navei prin intermediul unei bariere izolatoare astfel ca să poată fi menținută temperatura în interiorul tancurilor de marfă și totodată pentru ca temperatura foarte scăzută a mărfii sa nu afecteze structura metalică a corpului navei."
"L.s.";"Lump sum. Sumă forfetară/globală. Vezi definiția mai jos"
"L.s.& d.";"Landing, storage & delivery.Descărcare (pe cheu), depozitare și livrare."
;"Vezi definiția mai sus."
"L.t.";"1.Long ton. Tonă lungă. Vezi definiția mai sus."
;"2.Liner terms. Termeni/condiții de linie. Vezi definiția mai sus."
"Luffing";"Miscarea în plan vertical a brațului unei macarale (sau a unei bigi). Există macarale la care se mișcă întregul braț în plan vertical dar și macarale la care se mișca numai o parte a acestui braț, această parte fiind de regulă mai scurtă decât partea fixă. "
"Luffing crane";"Macara oscilantă (cu braț oscilant). Tip de macara al cărei braț se poate mișca în plan vertical la diferite unghiuri față de orizontală."
"Lull";"Liniștire, acalmie atmosferica, calmare (despre mare), a cădea (despre vânt), potolire. Substantivul se poate întâlni sub forma simplă, înțelesul derivând din context sau se poate întâlni combinat:"
;"-Lull in the weather – liniștirea vremii, calmarea condițiilor meteo"
;"-Lull in the wind – liniștirea vântului "
;"-Wave lull – acalmie între două valuri "
"Lumber load line";"Linia de încărcare pentru cherestea. Este una din liniile de încărcare marcate în bordurile unei nave și care arată pescajul până la care nava poate fi încărcată cu cherestea atunci cand ajunge/trece prin sau pleaca dintr-o anumită zonă a liniei de încărcare. Liniile de încărcare pentru cherestea sunt stabilite prin Convenția Internațională asupra Liniilor de Încărcare (International Convention on Load Lines, 1966). Termenul mai poate fi intâlnit și sub forma “timber load line”."
"Lump sum charter";"Navlosire pe sumă forfetară. Tip de contract de navlosire la care navlul este plătibil sub forma unei sume globale (forfetare) și nu pe tonă sau altă unitate. Armatorul se angajează/garantează să transporte o anume cantitate de marfă iar navlositorul îi va plăti o sumă globală, indiferent că a oferit (a asigurat, pus la dispoziție) sau nu întreaga cantitate agreată pentru transport. "
;
;
;
"L.w.";"Low water. Apa joasă. Vezi definiția mai sus."
"L.w.o.n.t.";"Low water ordinary neap tides. Mareea joasă de cuadratură. Nivelul cel mai scăzut al mareei în momentul în care Luna este la cuadratura (primul sau ultimul patrar – Luna Nouă) în momentul culminației superioare sau inferioare."
"L.w.o.s.t. ";"Low water ordinary spring tides. Maree joasă de sizigii. Nivelul cel mai scăzut al mareei în momentul în care Luna este la sizigii (Lună plină) la culminația superioară sau inferioară."
;
;
"M";
"M";"1.Mike – În Codul Internațional de Semnale (International Code of Signals) are semnificația: Motorul navei este oprit și nu nava nu se mai deplasează prin apă (shhip is making no way through water). 2.Metre. Metru. Unitate etalon pentru lungime în Sistem Internațional. 3.Measure. Măsură."
"MacGregor hatch";"Capace de magazie tip MacGregor. Serie de capace pentru gurile de magazie construite din secțiuni metalice și proiectate a fi acționate în diferite moduri, depinzând de tipul navei. Pentru diverse exemple a se vedea “Folding hatch cover”, “Liftaway hatch cover”, “Piggy-back hatch cover”, “Rolling hatch cover” și “Stacking hatch cover”."
"Mafi flat or  Mafi trailer or  Mafi";"Nume (înregistrat) pentru un tip de trailer plat și care a preluat numele producătorului (Mafi) ca denumire generică."
"Magnet";"Magnet. În context maritim este vorba despre un magnet atașat la sârma de încărcare a unei macarale (cranic) folosită la manipularea deșeurilor de fier."
"Main deck";"Puntea principală. Punte continuă și etanșă a unei nave ăi de la care se măsoară bordul liber."
"Main engine";"Motorul principal. Motorul folosit pentru propulsia navei. Acesta actionează elicea (sau elicele, după caz) prin intermediul unui ax numit ax port-elice (sau port-elică). Se deosebește de motoarele auxiliare în primul rând prin destinație (fiind destinat propulsării navei) și apoi prin mărime, fiind cu mult mai mare decât acestea. Motoarele auxiliare au drept scop realizarea bilanțului energetic al navei, alimentând cu curent toți consumatorii electrici aflați la bordul navei."
"Main port";"Port principal. Principala poartă maritimă a unei țări, port cu activitate comercială semnificativ mai mare decât a altor porturi din țara respectivă. De regulă poate să primească un număr mare de nave și are o varietate de dotări pentru manipularea oricăror tipuri de marfă. În general este un port frecventat în mod regulat de către navele de linie."
"Maintain class (to)";"A-și menține clasa. Expresie folosită pentru a defini o navă care trece cu bine o inspecție periodică din partea Registrului de Clasificare sub care este înregistrată nava. Inspecția se efectuează pentru a verifica dacă nava este în continuare aptă să-și continue activitatea comercială conformandu-se cerințelor de registru."
"Make good as general average (to)";"A achita avaria comună. A compensa proprietarul mărfii pentru pierderea sau avarierea mărfii cauzate de sacrificiul de avarie comună."
"Malt terminal";"Terminal pentru malț. Parte dintr-un port special dedicată încărcării/descărcării și depozitării malțului. Malțul este un produs obținut din orz și se folosește la fabricarea berii. Acest tip de terminal este similar cu un terminal cerealier (pentru grâne/cereale) dar are echipamente specializate pentru manipulare având în vedere că malțul este sensibil la strivire. Încărcarea în nave sau alte mijloace de transport se efectuează prin intermediul unor jgheaburi la care marfa este adusă prin intermediul unor benzi rulante și de la care apoi se distribuie în mijlocul de transport. Jgheaburile au posibilitatea de a-și schimba atât înclinarea în plan vertical cât și unghiul în plan orizontal astfel încât împrășitierea mărfii în mijlocul de transport să se faca uniform. Malțul mai poate fi transportat și în containere obișnuite dar prevăzute cu saci ce acoperă volumul containerului (liner bags)."
"Manifest";"Manifest (de marfă). Document ce conține o listă completă a mărfurilor încărcate într-o navă, așa cum apar ele înscrise în conosamentele aferente. De regulă o copie a Manifestului de marfă se înaintează autorității vamale din portul de încărcare, această copie numindu-se “outward manifest” (manifestul de plecare), iar altă copie se pune la dispoziția autorității vamale din portul de descărcare, această copie purtând numele de “inward manifest” (manifestul de sosire). O copie a manifestului este expediată și agentului la portul de descărcare pentru a planifica în avans operațiunea de descărcare a navei. "
"Maritime declaration of health";"Declarația maritimă de sănătate. Declarație (a navei) semnată de comandant și prin care se arată că nava nu are probleme din punct de vedere al sănătații echipajului și al condițiilor igienico-sanitare la bord. Această declarație este necesară autorității sanitare (health authority)  în baza ei eliberându-se certificatul de “liberă practică”."
;
;
;
"Maritime lien";"Pretenție (revendicare) maritimă. Revendicare a unor drepturi/plăți realizată prin reținerea navei. Astfel de plăți pot fi de exemplu cele neachitate rezultate în urma unor operațiuni de salvare sau costuri apărute ca urmare a unei coliziuni. Există și situatia (prevazută de regulă în contractul de navlosire) în care nava (armatorul) își poate exercita dreptul de retenție asupra mărfii transportate în caz de neplată a navlului la termenul stabilit (în cazurile în care contractul prevede plata navlului înainte de finalizarea voiajului).   "
;
;
;
;
;
;
;
"Marks and numbers";"Marcaje și numerotări. Înscrisuri/etichete afișate distinct pe bunurile ce urmează a fi expediate sau pe ambalajul acestora în scopul ușurării identificării. Etichetele conțin de regulă și numele portului de destinație precum și numărul coletului (în cazul în care sunt mai multe colete în acel lot de expediat)."
"Master";"Comandant. Persoana care comandă/conduce o navă comercială. Un comandant de cursă lunga este persoana calificată pentru a conduce/comanda o navă de transport oceanic destinată voiajelor internaționale. Calificarea este dovedită prin Brevetul de comandant, brevet obținut în urma susținerii unor examene de competență și a experienței necesare obținute printr-un număr minim de luni de navigație în funcția de căpitan secund."
"Mate’s receipt";"Recipisa secundului. Recipisă emisă de căpitanul secund (chief officer sau, mai simplu, the Mate) al unei nave prin care sunt adeverite cantitatea și condiția în care se află (la momentul incarcarii) bunurile încărcate în magaziile navei. Acest document este dat expeditorului și ulterior schimbat pentru conosamentele ce acoperă mărfurile încărcate."
"Mauritanore";"Tip de contract de navlosire pe voiaj, publicat de BIMCO și folosit pentru expedierea și transportul minereului de fier din Mauritania. Numele complet al acestui tip de contract este: General Ore Charter –party Mauritanian Terms, în traducere, Contract de transport general pentru minereu supus termenilor mauritani.   "
"Max.";"Maximum."
"M.d.o.";"Marine diesel oil. Combustibil diesel maritim."
"Mean draught (draft)";"Pescaj mediu. Media calculată între pescajul prova și cel pupa sau pescajul citit la cuplul maestru."
"Mean freeboard";"Bord liber mediu. Reprezintă media aritmetică a valorilor celor două borduri libere (măsurate în babord și tribord)."
"Mean high water neaps";"Apa înaltă medie la cuadratură. Mareea înaltă medie în momentul în care Luna se află la cuadratură (primul sau ultimul pătrar – Luna Noua) în momentul culminației superioare sau inferioare. "
"Mean high water springs";"Apa înaltă medie la sizigii. Mareea înaltă medie în momentul în care Luna este la sizigii (Luna plină) la culminația superioară sau inferioară."
"Mean low water neaps";"Apa joasă medie la cuadratură. Mareea joasă medie în momentul în care Luna se află la cuadratură (primul sau ultimul pătrar – Luna Nouă) în momentul culminației superioare sau inferioare."
"Mean low water springs";"Apa joasă medie la sizigii. Mareea joasă medie în momentul în care Luna este la sizigii (Lună plină) la culminația superioară sau inferioară."
"Measure or  measurement";"Măsură sau măsuratoare. Reprezintă mărimea unei unități de marfă exprimată în metri cubi sau în picioare cubice, apreciată prin determinare dimensiunilor (lungime, latime, inaltime) maxime ale unui colet (unitate de marfă). Se abreviază ca M."
"Measurement (of a ship)";"Măsurarea unei nave. Reprezintă calcularea efetivă a tonajului registru al navei."
"Measurement rated cargo";"Marfă determinată volumetric. Marfă la care navlul se aplică pentru volumul ocupat (de exemplu 100$/m3). Mărfurile “determinate volumetric” sunt cele care de regulă ocupa mai mult de un picior cubic sau mai mult de un metru cub."
"Measurements rules. ";"Reguli de măsurare. Reguli ale unei conferințe de linie privitor la modalitatea de determinare a cubajului unui colet (sau a unei unități) de marfă din cadrul unui lot format din mai mult de o bucată. În mod curent cubajul se determină prin înmulțirea dimesiunilor maxime ale coletului (lungime, lățime și înălțime), existând însă prevederi speciale pentru mărfuri ambalate în saci sau în butoaie."
"Mechanical ventilation";"Ventilație mecanică. Sistem de ventilare al magaziilor de marfă de la bordul navei în care aerisirile de pe punte sunt închise iar aerul este circulat prin ventilație mecanică forțată, fiind în prealabil uscat (prin înlăturarea umidității din aer) cu ajutorul unor echipamente speciale. Acest sistem de ventilație este folositor atunci cand nivelul de umezeală din aer este crescut și ar provoca condens în magazii riscând astfel deteriorarea mărfii transportate în magazii. Sistemul mai este cunoscut și sub numele de “forced ventilation” (ventilație forțată)."
"Medcon";"Tip de contract de navlosire pe voiaj folosit pentru expedierea cărbunelui de pe coastele Estice ale Regatului Unit al Marii Britanii. Acest contract este emis de Camera de Comerț (Chamber of Shipping) a Regatului Unit."
